# Biomass Compilation of Herbaceous Systems
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/291
# The newest version of the data https://lter.kbs.msu.edu/datatables/291.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/22.eml
#
# 
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# Year		sample year
# Campaign		sampling campaign
# Date		date the sample was collected
# Treatment		treatment of the sampled plot
# Replicate		replicate of the sampled plot
# Station		sampling station within the plot
# Species		species collected
# Fraction		plant fraction collected (WHOLE, SEED, VEG)
# Biomass_g	gramsPerSquareMeter	measured biomass in grams per meter squared
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#2023-08-08 Changed campaigns of non-crop biomass from Harvest to Peak Biomass as non-crops were never harvested.
#
Year,Campaign,Date,Treatment,Replicate,Station,Species,Fraction,Biomass_g
2000,Peak Biomass,2000-08-01,T7,R3,S5,Cerastium vulgatum L.,WHOLE,0.29
2000,Peak Biomass,2000-08-01,T7,R3,S5,Daucus carota L.,WHOLE,15.61
2000,Peak Biomass,2000-08-01,T7,R1,S2,Trifolium repens L.,WHOLE,0.12
2000,Peak Biomass,2000-08-01,T7,R1,S2,Trifolium pratense L.,WHOLE,4.93
2000,Peak Biomass,2000-08-01,T7,R1,S2,Trifolium campestre Schreb.,WHOLE,51.94
2000,Peak Biomass,2000-08-01,T7,R1,S2,Solidago canadensis L.,WHOLE,12.55
2000,Peak Biomass,2000-08-01,T7,R1,S2,Phleum pratense L.,WHOLE,115.27
2000,Peak Biomass,2000-08-01,T7,R1,S2,Juncus tenuis Willd.,WHOLE,0.37
2000,Peak Biomass,2000-08-01,T7,R1,S2,Hypericum perforatum L.,WHOLE,0.22
2000,Peak Biomass,2000-08-01,T7,R1,S2,Hieracium sp. (*),WHOLE,40.36
2000,Peak Biomass,2000-08-01,T7,R1,S2,Erigeron annuus (L.) Pers.,WHOLE,0.08
2000,Peak Biomass,2000-08-01,T7,R1,S2,Daucus carota L.,WHOLE,2
2000,Peak Biomass,2000-08-01,T7,R1,S2,Cerastium vulgatum L.,WHOLE,0.17
2000,Peak Biomass,2000-08-01,T7,R1,S2,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,WHOLE,86.21
2000,Peak Biomass,2000-08-01,T7,R1,S2,Aster pilosus Willd.,WHOLE,4.03
2000,Peak Biomass,2000-08-01,T7,R1,S2,Achillea millefolium L.,WHOLE,4.45
2000,Peak Biomass,2000-08-01,T7,R1,S1,Trifolium pratense L.,WHOLE,32.75
2000,Peak Biomass,2000-08-01,T7,R1,S1,Solidago canadensis L.,WHOLE,83.12
2000,Peak Biomass,2000-08-01,T7,R1,S1,Poa pratensis L.,WHOLE,4.53
2000,Peak Biomass,2000-08-01,T7,R1,S1,Poa compressa L.,WHOLE,163.66
2000,Peak Biomass,2000-08-01,T7,R1,S1,Phleum pratense L.,WHOLE,344.22
2000,Peak Biomass,2000-08-01,T7,R1,S1,Juncus tenuis Willd.,WHOLE,0.47
2000,Peak Biomass,2000-08-01,T7,R1,S1,Hieracium sp. (*),WHOLE,0.1
2000,Peak Biomass,2000-08-01,T7,R1,S1,Euthamia graminifolia (L.) Nutt.,WHOLE,33.8
2000,Peak Biomass,2000-08-01,T7,R1,S1,Erigeron annuus (L.) Pers.,WHOLE,0.34
2000,Peak Biomass,2000-08-01,T7,R1,S1,Daucus carota L.,WHOLE,2.91
2000,Peak Biomass,2000-08-01,T7,R1,S1,Bromus japonicus Thunb. ex Murr.,WHOLE,1.87
2000,Peak Biomass,2000-08-01,T7,R1,S1,Aster pilosus Willd.,WHOLE,9.25
2000,Peak Biomass,2000-08-01,T7,R2,S1,Rubus allegheniensis T.C. Porter (*),WHOLE,16.95
2000,Peak Biomass,2000-08-01,T7,R2,S1,Potentilla recta L.,WHOLE,1.69
2000,Peak Biomass,2000-08-01,T7,R2,S1,Poa pratensis L.,WHOLE,0.76
2000,Peak Biomass,2000-08-01,T7,R2,S1,Poa compressa L.,WHOLE,377.61
2000,Peak Biomass,2000-08-01,T7,R2,S1,Phleum pratense L.,WHOLE,55.36
2000,Peak Biomass,2000-08-01,T7,R2,S1,Juncus tenuis Willd.,WHOLE,0.14
2000,Peak Biomass,2000-08-01,T7,R2,S1,Hypericum perforatum L.,WHOLE,0.42
2000,Peak Biomass,2000-08-01,T7,R2,S1,Hieracium sp. (*),WHOLE,0.78
2000,Peak Biomass,2000-08-01,T7,R2,S1,Daucus carota L.,WHOLE,2.52
2000,Peak Biomass,2000-08-01,T7,R2,S1,Dactylis glomerata L.,WHOLE,17.22
2000,Peak Biomass,2000-08-01,T7,R2,S1,Aster pilosus Willd.,WHOLE,5.88
2000,Peak Biomass,2000-08-01,T7,R2,S1,Apocynum cannabinum L.,WHOLE,23.13
2000,Peak Biomass,2000-08-01,T7,R1,S5,Trifolium pratense L.,WHOLE,111.9
2000,Peak Biomass,2000-08-01,T7,R1,S5,Taraxacum officinale Weber in,WHOLE,0.03
2000,Peak Biomass,2000-08-01,T7,R1,S5,Solidago canadensis L.,WHOLE,233.25
2000,Peak Biomass,2000-08-01,T7,R1,S5,Phleum pratense L.,WHOLE,121.66
2000,Peak Biomass,2000-08-01,T7,R1,S5,Hieracium sp. (*),WHOLE,15.21
2000,Peak Biomass,2000-08-01,T7,R1,S5,Daucus carota L.,WHOLE,23.4
2000,Peak Biomass,2000-08-01,T7,R1,S5,Cerastium vulgatum L.,WHOLE,0.2
2000,Peak Biomass,2000-08-01,T7,R1,S5,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,WHOLE,23.38
2000,Peak Biomass,2000-08-01,T7,R1,S5,Aster pilosus Willd.,WHOLE,9.2
2000,Peak Biomass,2000-08-01,T7,R1,S5,Achillea millefolium L.,WHOLE,4.82
2000,Peak Biomass,2000-08-01,T7,R1,S4,Trifolium repens L.,WHOLE,35.02
2000,Peak Biomass,2000-08-01,T7,R1,S4,Trifolium pratense L.,WHOLE,3.93
2000,Peak Biomass,2000-08-01,T7,R1,S4,Taraxacum officinale Weber in,WHOLE,0.09
2000,Peak Biomass,2000-08-01,T7,R1,S4,Solidago canadensis L.,WHOLE,95.03
2000,Peak Biomass,2000-08-01,T7,R1,S4,Populus deltoides,WHOLE,93.39
2000,Peak Biomass,2000-08-01,T7,R1,S4,Poa pratensis L.,WHOLE,156.92
2000,Peak Biomass,2000-08-01,T7,R1,S4,Hieracium sp. (*),WHOLE,4.68
2000,Peak Biomass,2000-08-01,T7,R1,S4,Erigeron annuus (L.) Pers.,WHOLE,0.02
2000,Peak Biomass,2000-08-01,T7,R1,S4,Elymus repens (L.) Gould,WHOLE,2.29
2000,Peak Biomass,2000-08-01,T7,R1,S4,Daucus carota L.,WHOLE,151.18
2000,Peak Biomass,2000-08-01,T7,R1,S4,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,WHOLE,0.09
2000,Peak Biomass,2000-08-01,T7,R1,S1,Achillea millefolium L.,WHOLE,18.08
2000,Peak Biomass,2000-08-01,T7,R1,S4,Aster pilosus Willd.,WHOLE,0.79
2000,Peak Biomass,2000-08-01,T7,R1,S4,Achillea millefolium L.,WHOLE,20.95
2000,Peak Biomass,2000-08-01,T7,R1,S3,Trifolium pratense L.,WHOLE,70.77
2000,Peak Biomass,2000-08-01,T7,R1,S3,Taraxacum officinale Weber in,WHOLE,1.15
2000,Peak Biomass,2000-08-01,T7,R1,S3,Solidago canadensis L.,WHOLE,54.48
2000,Peak Biomass,2000-08-01,T7,R1,S3,Rumex acetosella L.,WHOLE,3.62
2000,Peak Biomass,2000-08-01,T7,R1,S3,Phleum pratense L.,WHOLE,91.35
2000,Peak Biomass,2000-08-01,T7,R1,S3,Oxalis stricta L.,WHOLE,0.04
2000,Peak Biomass,2000-08-01,T7,R1,S3,Juncus tenuis Willd.,WHOLE,0.13
2000,Peak Biomass,2000-08-01,T7,R1,S3,Hypericum perforatum L.,WHOLE,17.82
2000,Peak Biomass,2000-08-01,T7,R1,S3,Hieracium sp. (*),WHOLE,9.64
2000,Peak Biomass,2000-08-01,T7,R1,S3,Euthamia graminifolia (L.) Nutt.,WHOLE,2.66
2000,Peak Biomass,2000-08-01,T7,R1,S3,Erigeron annuus (L.) Pers.,WHOLE,0.08
2000,Peak Biomass,2000-08-01,T7,R1,S3,Daucus carota L.,WHOLE,155.31
2000,Peak Biomass,2000-08-01,T7,R1,S3,Cerastium vulgatum L.,WHOLE,9.9
2000,Peak Biomass,2000-08-01,T7,R1,S3,Botrychium dissectum,WHOLE,0.05
2000,Peak Biomass,2000-08-01,T7,R1,S3,Barbarea vulgaris R. Br.,WHOLE,2.08
2000,Peak Biomass,2000-08-01,T7,R1,S3,Aster pilosus Willd.,WHOLE,10.42
2000,Peak Biomass,2000-08-01,T7,R1,S3,Apocynum cannabinum L.,WHOLE,10.88
2000,Peak Biomass,2000-08-01,T7,R1,S3,Achillea millefolium L.,WHOLE,62.81
2000,Peak Biomass,2000-08-01,T7,R2,S1,Solidago canadensis L.,WHOLE,91.92
2000,Peak Biomass,2000-08-01,T7,R2,S1,Taraxacum officinale Weber in,WHOLE,5.64
2000,Peak Biomass,2000-08-01,T7,R2,S1,Trifolium hybridum L. (*),WHOLE,32.45
2000,Peak Biomass,2000-08-01,T7,R2,S1,Trifolium pratense L.,WHOLE,48.77
2000,Peak Biomass,2000-08-01,T7,R2,S2,Apocynum cannabinum L.,WHOLE,150.08
2000,Peak Biomass,2000-08-01,T7,R2,S2,Aster pilosus Willd.,WHOLE,0.68
2000,Peak Biomass,2000-08-01,T7,R2,S2,Barbarea vulgaris R. Br.,WHOLE,0.31
2000,Peak Biomass,2000-08-01,T7,R2,S2,Dactylis glomerata L.,WHOLE,12.14
2000,Peak Biomass,2000-08-01,T7,R2,S2,Daucus carota L.,WHOLE,14.63
2000,Peak Biomass,2000-08-01,T7,R2,S2,Euthamia graminifolia (L.) Nutt.,WHOLE,26.79
2000,Peak Biomass,2000-08-01,T7,R2,S2,Hieracium sp. (*),WHOLE,2.76
2000,Peak Biomass,2000-08-01,T7,R2,S2,Hypericum perforatum L.,WHOLE,2.29
2000,Peak Biomass,2000-08-01,T7,R2,S2,Juncus tenuis Willd.,WHOLE,4.75
2000,Peak Biomass,2000-08-01,T7,R2,S2,Phleum pratense L.,WHOLE,142.9
2000,Peak Biomass,2000-08-01,T7,R2,S2,Poa pratensis L.,WHOLE,64.28
2000,Peak Biomass,2000-08-01,T7,R2,S2,Solidago canadensis L.,WHOLE,226.57
2000,Peak Biomass,2000-08-01,T7,R2,S2,Taraxacum officinale Weber in,WHOLE,3.56
2000,Peak Biomass,2000-08-01,T7,R2,S2,Trifolium pratense L.,WHOLE,11.43
2000,Peak Biomass,2000-08-01,T7,R2,S2,Unknown dicot (*),WHOLE,0.07
2000,Peak Biomass,2000-08-01,T7,R2,S3,Apocynum cannabinum L.,WHOLE,2.01
2000,Peak Biomass,2000-08-01,T7,R2,S3,Aster pilosus Willd.,WHOLE,1.44
2000,Peak Biomass,2000-08-01,T7,R2,S3,Daucus carota L.,WHOLE,0.2
2000,Peak Biomass,2000-08-01,T7,R2,S3,Hypericum perforatum L.,WHOLE,1.7
2000,Peak Biomass,2000-08-01,T7,R2,S3,Medicago lupulina L.,WHOLE,57.95
2000,Peak Biomass,2000-08-01,T7,R2,S3,Poa pratensis L.,WHOLE,209.62
2000,Peak Biomass,2000-08-01,T7,R2,S3,Solidago canadensis L.,WHOLE,354.91
2000,Peak Biomass,2000-08-01,T7,R2,S3,Trifolium hybridum L. (*),WHOLE,1
2000,Cover Harvest,2000-04-24,T3,R4,S2,UnSorted,WHOLE,8.72
2000,Cover Harvest,2000-04-24,T3,R4,S2,Secale cereale M.Bieb.,WHOLE,90.27
2000,Cover Harvest,2000-04-24,T3,R4,S1,UnSorted,WHOLE,8.15
2000,Cover Harvest,2000-04-24,T3,R4,S1,Secale cereale M.Bieb.,WHOLE,84.68
2000,Cover Harvest,2000-04-24,T3,R3,S5,UnSorted,WHOLE,8
2000,Cover Harvest,2000-04-24,T3,R3,S5,Secale cereale M.Bieb.,WHOLE,72.26
2000,Cover Harvest,2000-04-24,T3,R3,S4,UnSorted,WHOLE,7.76
2000,Cover Harvest,2000-04-24,T3,R3,S4,Secale cereale M.Bieb.,WHOLE,103.57
2000,Cover Harvest,2000-04-24,T3,R3,S3,UnSorted,WHOLE,8.68
2000,Cover Harvest,2000-04-24,T3,R3,S3,Secale cereale M.Bieb.,WHOLE,119.74
2000,Cover Harvest,2000-04-24,T3,R3,S2,UnSorted,WHOLE,8.51
2000,Cover Harvest,2000-04-24,T3,R3,S2,Secale cereale M.Bieb.,WHOLE,80.29
2000,Cover Harvest,2000-04-24,T3,R3,S1,UnSorted,WHOLE,6.6
2000,Cover Harvest,2000-04-24,T3,R3,S1,Secale cereale M.Bieb.,WHOLE,149.88
2000,Cover Harvest,2000-04-24,T3,R2,S5,UnSorted,WHOLE,6.84
2000,Cover Harvest,2000-04-24,T3,R2,S5,Secale cereale M.Bieb.,WHOLE,108.78
2000,Cover Harvest,2000-04-24,T3,R2,S4,UnSorted,WHOLE,10.24
2000,Cover Harvest,2000-04-24,T3,R2,S4,Secale cereale M.Bieb.,WHOLE,87.42
2000,Cover Harvest,2000-04-24,T3,R2,S3,UnSorted,WHOLE,9.32
2000,Cover Harvest,2000-04-24,T3,R2,S3,Secale cereale M.Bieb.,WHOLE,102.51
2000,Cover Harvest,2000-04-24,T3,R2,S2,UnSorted,WHOLE,14.36
2000,Cover Harvest,2000-04-24,T3,R2,S2,Secale cereale M.Bieb.,WHOLE,65.94
2000,Cover Harvest,2000-04-24,T3,R2,S1,UnSorted,WHOLE,11.43
2000,Cover Harvest,2000-04-24,T3,R2,S1,Secale cereale M.Bieb.,WHOLE,70.55
2000,Cover Harvest,2000-04-24,T3,R1,S5,UnSorted,WHOLE,6.62
2000,Cover Harvest,2000-04-24,T3,R1,S5,Secale cereale M.Bieb.,WHOLE,76.36
2000,Cover Harvest,2000-04-24,T3,R1,S4,UnSorted,WHOLE,8.28
2000,Cover Harvest,2000-04-24,T3,R1,S4,Secale cereale M.Bieb.,WHOLE,83.54
2000,Cover Harvest,2000-04-24,T3,R1,S3,UnSorted,WHOLE,7.94
2000,Cover Harvest,2000-04-24,T3,R1,S3,Secale cereale M.Bieb.,WHOLE,53.94
2000,Cover Harvest,2000-04-24,T3,R1,S2,UnSorted,WHOLE,8.38
2000,Cover Harvest,2000-04-24,T3,R1,S2,Secale cereale M.Bieb.,WHOLE,70.01
2000,Cover Harvest,2000-04-24,T3,R1,S1,UnSorted,WHOLE,7.63
2000,Cover Harvest,2000-04-24,T3,R1,S1,Secale cereale M.Bieb.,WHOLE,92.11
2000,Cover Harvest,2000-04-24,T3,R4,S4,UnSorted,WHOLE,9.32
2000,Cover Harvest,2000-04-24,T3,R4,S4,Secale cereale M.Bieb.,WHOLE,89.48
2000,Cover Harvest,2000-04-24,T3,R4,S3,UnSorted,WHOLE,6.46
2000,Cover Harvest,2000-04-24,T3,R4,S3,Secale cereale M.Bieb.,WHOLE,84.71
2000,Cover Harvest,2000-04-24,T4,R6,S5,UnSorted,WHOLE,9.92
2000,Cover Harvest,2000-04-24,T4,R6,S5,Secale cereale M.Bieb.,WHOLE,149.85
2000,Cover Harvest,2000-04-24,T4,R6,S4,UnSorted,WHOLE,8.9
2000,Cover Harvest,2000-04-24,T4,R6,S4,Secale cereale M.Bieb.,WHOLE,136.39
2000,Cover Harvest,2000-04-24,T4,R6,S3,UnSorted,WHOLE,10.61
2000,Cover Harvest,2000-04-24,T4,R6,S3,Secale cereale M.Bieb.,WHOLE,111.89
2000,Cover Harvest,2000-04-24,T4,R6,S2,UnSorted,WHOLE,6.54
2000,Cover Harvest,2000-04-24,T4,R6,S2,Secale cereale M.Bieb.,WHOLE,73.46
2000,Cover Harvest,2000-04-24,T4,R6,S1,UnSorted,WHOLE,10.04
2000,Cover Harvest,2000-04-24,T4,R6,S1,Secale cereale M.Bieb.,WHOLE,111.7
2000,Cover Harvest,2000-04-24,T4,R5,S5,UnSorted,WHOLE,17.62
2000,Cover Harvest,2000-04-24,T4,R5,S5,Secale cereale M.Bieb.,WHOLE,50.27
2000,Cover Harvest,2000-04-24,T4,R5,S4,UnSorted,WHOLE,9.93
2000,Cover Harvest,2000-04-24,T4,R5,S4,Secale cereale M.Bieb.,WHOLE,96.64
2000,Cover Harvest,2000-04-24,T4,R5,S3,UnSorted,WHOLE,9.07
2000,Cover Harvest,2000-04-24,T4,R5,S3,Secale cereale M.Bieb.,WHOLE,86.36
2000,Cover Harvest,2000-04-24,T4,R5,S2,UnSorted,WHOLE,7.14
2000,Cover Harvest,2000-04-24,T4,R5,S2,Secale cereale M.Bieb.,WHOLE,61.74
2000,Cover Harvest,2000-04-24,T4,R5,S1,UnSorted,WHOLE,8.65
2000,Cover Harvest,2000-04-24,T4,R5,S1,Secale cereale M.Bieb.,WHOLE,50.69
2000,Cover Harvest,2000-04-24,T4,R4,S5,UnSorted,WHOLE,6.16
2000,Cover Harvest,2000-04-24,T4,R4,S5,Secale cereale M.Bieb.,WHOLE,105.63
2000,Cover Harvest,2000-04-24,T4,R4,S4,UnSorted,WHOLE,5.51
2000,Cover Harvest,2000-04-24,T4,R4,S4,Secale cereale M.Bieb.,WHOLE,107.69
2000,Cover Harvest,2000-04-24,T4,R4,S3,UnSorted,WHOLE,12.31
2000,Cover Harvest,2000-04-24,T4,R4,S3,Secale cereale M.Bieb.,WHOLE,95.64
2000,Cover Harvest,2000-04-24,T4,R4,S2,UnSorted,WHOLE,11.42
2000,Cover Harvest,2000-04-24,T4,R4,S2,Secale cereale M.Bieb.,WHOLE,85.37
2000,Cover Harvest,2000-04-24,T4,R4,S1,UnSorted,WHOLE,7.64
2000,Cover Harvest,2000-04-24,T4,R4,S1,Secale cereale M.Bieb.,WHOLE,103.52
2000,Cover Harvest,2000-04-24,T4,R3,S5,UnSorted,WHOLE,16.54
2000,Cover Harvest,2000-04-24,T4,R3,S5,Secale cereale M.Bieb.,WHOLE,104.43
2000,Cover Harvest,2000-04-24,T4,R3,S4,UnSorted,WHOLE,8.1
2000,Cover Harvest,2000-04-24,T4,R3,S4,Secale cereale M.Bieb.,WHOLE,94.42
2000,Cover Harvest,2000-04-24,T4,R3,S3,UnSorted,WHOLE,15.18
2000,Cover Harvest,2000-04-24,T4,R3,S3,Secale cereale M.Bieb.,WHOLE,92.31
2000,Cover Harvest,2000-04-24,T4,R3,S2,UnSorted,WHOLE,8.6
2000,Cover Harvest,2000-04-24,T4,R3,S2,Secale cereale M.Bieb.,WHOLE,114.6
2000,Cover Harvest,2000-04-24,T4,R3,S1,UnSorted,WHOLE,10.03
2000,Cover Harvest,2000-04-24,T4,R3,S1,Secale cereale M.Bieb.,WHOLE,84.71
2000,Cover Harvest,2000-04-24,T4,R2,S5,UnSorted,WHOLE,7.44
2000,Cover Harvest,2000-04-24,T4,R2,S5,Secale cereale M.Bieb.,WHOLE,120.92
2000,Cover Harvest,2000-04-24,T4,R2,S4,UnSorted,WHOLE,19.4
2000,Cover Harvest,2000-04-24,T4,R2,S4,Secale cereale M.Bieb.,WHOLE,159.25
2000,Cover Harvest,2000-04-24,T4,R2,S3,UnSorted,WHOLE,32.78
2000,Cover Harvest,2000-04-24,T4,R2,S3,Secale cereale M.Bieb.,WHOLE,75.69
2000,Cover Harvest,2000-04-24,T4,R2,S2,UnSorted,WHOLE,13.26
2000,Cover Harvest,2000-04-24,T4,R2,S2,Secale cereale M.Bieb.,WHOLE,62.64
2000,Cover Harvest,2000-04-24,T4,R2,S1,UnSorted,WHOLE,25.3
2000,Cover Harvest,2000-04-24,T4,R2,S1,Secale cereale M.Bieb.,WHOLE,73.88
2000,Cover Harvest,2000-04-24,T4,R1,S5,UnSorted,WHOLE,13.63
2000,Cover Harvest,2000-04-24,T4,R1,S5,Secale cereale M.Bieb.,WHOLE,87.36
2000,Cover Harvest,2000-04-24,T4,R1,S4,UnSorted,WHOLE,10.91
2000,Cover Harvest,2000-04-24,T4,R1,S4,Secale cereale M.Bieb.,WHOLE,104.01
2000,Cover Harvest,2000-04-24,T4,R1,S3,UnSorted,WHOLE,10.67
2000,Cover Harvest,2000-04-24,T4,R1,S3,Secale cereale M.Bieb.,WHOLE,99.82
2000,Cover Harvest,2000-04-24,T4,R1,S2,UnSorted,WHOLE,6.82
2000,Cover Harvest,2000-04-24,T4,R1,S2,Secale cereale M.Bieb.,WHOLE,90.33
2000,Cover Harvest,2000-04-24,T4,R1,S1,UnSorted,WHOLE,7.97
2000,Cover Harvest,2000-04-24,T4,R1,S1,Secale cereale M.Bieb.,WHOLE,103.13
2000,Cover Harvest,2000-04-24,T3,R6,S5,UnSorted,WHOLE,25.28
2000,Cover Harvest,2000-04-24,T3,R6,S5,Secale cereale M.Bieb.,WHOLE,50.19
2000,Cover Harvest,2000-04-24,T3,R6,S4,UnSorted,WHOLE,7.96
2000,Cover Harvest,2000-04-24,T3,R6,S4,Secale cereale M.Bieb.,WHOLE,108.84
2000,Cover Harvest,2000-04-24,T3,R6,S3,UnSorted,WHOLE,17.84
2000,Cover Harvest,2000-04-24,T3,R6,S3,Secale cereale M.Bieb.,WHOLE,109.98
2000,Cover Harvest,2000-04-24,T3,R6,S2,UnSorted,WHOLE,12.45
2000,Cover Harvest,2000-04-24,T3,R6,S2,Secale cereale M.Bieb.,WHOLE,80.1
2000,Cover Harvest,2000-04-24,T3,R6,S1,UnSorted,WHOLE,14.57
2000,Cover Harvest,2000-04-24,T3,R6,S1,Secale cereale M.Bieb.,WHOLE,101.14
2000,Cover Harvest,2000-04-24,T3,R5,S5,UnSorted,WHOLE,6.68
2000,Cover Harvest,2000-04-24,T3,R5,S5,Secale cereale M.Bieb.,WHOLE,42.86
2000,Cover Harvest,2000-04-24,T3,R5,S4,UnSorted,WHOLE,7.23
2000,Cover Harvest,2000-04-24,T3,R5,S4,Secale cereale M.Bieb.,WHOLE,86.57
2000,Cover Harvest,2000-04-24,T3,R5,S3,UnSorted,WHOLE,6.54
2000,Cover Harvest,2000-04-24,T3,R5,S3,Secale cereale M.Bieb.,WHOLE,70.47
2000,Cover Harvest,2000-04-24,T3,R5,S2,UnSorted,WHOLE,7.91
2000,Cover Harvest,2000-04-24,T3,R5,S2,Secale cereale M.Bieb.,WHOLE,73.37
2000,Cover Harvest,2000-04-24,T3,R5,S1,UnSorted,WHOLE,7.12
2000,Cover Harvest,2000-04-24,T3,R5,S1,Secale cereale M.Bieb.,WHOLE,79.41
2000,Cover Harvest,2000-04-24,T3,R4,S5,UnSorted,WHOLE,6.25
2000,Cover Harvest,2000-04-24,T3,R4,S5,Secale cereale M.Bieb.,WHOLE,58.77
1999,Harvest,1999-09-14,T3,R6,S4,Trifolium pratense L.,WHOLE,0.03
1999,Harvest,1999-09-14,T3,R6,S5,Trifolium pratense L.,WHOLE,0.1
1999,Harvest,1999-09-14,T3,R6,S5,Mollugo verticillata L.,WHOLE,0
1999,Harvest,1999-09-14,T3,R6,S5,Digitaria sanguinalis (L.) Scop.,WHOLE,0.02
1999,Harvest,1999-09-14,T3,R6,S5,Daucus carota L.,WHOLE,0.01
1999,Harvest,1999-09-14,T3,R6,S5,Chenopodium album L.,WHOLE,0.13
1999,Harvest,1999-09-14,T3,R6,S4,Portulaca oleracea L.,WHOLE,0.03
1999,Harvest,1999-09-14,T3,R6,S4,Digitaria sanguinalis (L.) Scop.,WHOLE,0.2
1999,Harvest,1999-09-14,T3,R6,S4,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,WHOLE,0.13
1999,Harvest,1999-09-14,T3,R6,S4,Chenopodium album L.,WHOLE,0.05
1999,Harvest,1999-09-14,T3,R6,S3,Unknown dicot (*),WHOLE,0
1999,Harvest,1999-09-14,T3,R6,S3,Panicum dichotomiflorum Michx.,WHOLE,0
1999,Harvest,1999-09-14,T3,R6,S3,Digitaria sanguinalis (L.) Scop.,WHOLE,0.01
1999,Harvest,1999-09-14,T3,R6,S3,Chenopodium album L.,WHOLE,0.02
1999,Harvest,1999-09-14,T3,R6,S1,Trifolium pratense L.,WHOLE,0.66
1999,Harvest,1999-09-14,T3,R6,S1,Rumex obtusifolius L.,WHOLE,0.06
1999,Harvest,1999-09-14,T3,R6,S1,Daucus carota L.,WHOLE,0.07
1999,Harvest,1999-09-14,T3,R6,S1,Chenopodium album L.,WHOLE,16.4
1999,Harvest,1999-09-14,T3,R6,S1,Cerastium arvense L.,WHOLE,0.01
1999,Harvest,1999-09-14,T3,R5,S3,Trifolium pratense L.,WHOLE,0.41
1999,Harvest,1999-09-14,T3,R5,S3,Rumex species,WHOLE,0.01
1999,Harvest,1999-09-14,T3,R5,S3,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,WHOLE,0.09
1999,Harvest,1999-09-14,T3,R5,S3,Daucus carota L.,WHOLE,0.06
1999,Harvest,1999-09-14,T3,R5,S3,Cirsium sp. (*),WHOLE,6.83
1999,Harvest,1999-09-14,T3,R5,S3,Chenopodium album L.,WHOLE,0.18
1999,Harvest,1999-09-14,T3,R5,S2,Unknown dicot (*),WHOLE,0.01
1999,Harvest,1999-09-14,T3,R5,S2,Trifolium pratense L.,WHOLE,0.2
1999,Harvest,1999-09-14,T3,R5,S2,Panicum dichotomiflorum Michx.,WHOLE,0.03
1999,Harvest,1999-09-14,T3,R5,S2,Elymus repens (L.) Gould,WHOLE,4.64
1999,Harvest,1999-09-14,T3,R5,S2,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,WHOLE,0.01
1999,Harvest,1999-09-14,T3,R5,S2,Daucus carota L.,WHOLE,0.01
1999,Harvest,1999-09-14,T3,R5,S2,Chenopodium album L.,WHOLE,0.07
1999,Harvest,1999-09-14,T3,R3,S5,Trifolium pratense L.,WHOLE,0.02
1999,Harvest,1999-09-14,T3,R3,S5,Setaria faberi Herrm.,WHOLE,7.86
1999,Harvest,1999-09-14,T3,R3,S5,Chenopodium album L.,WHOLE,0.17
1999,Harvest,1999-09-14,T3,R3,S5,Apocynum cannabinum L.,WHOLE,131.23
1999,Harvest,1999-09-14,T3,R3,S3,Trifolium pratense L.,WHOLE,0.31
1999,Harvest,1999-09-14,T3,R3,S3,Taraxacum officinale Weber in,WHOLE,0.03
1999,Harvest,1999-09-14,T3,R3,S3,Stellaria media (L.) Vill.,WHOLE,0.01
1999,Harvest,1999-09-14,T3,R3,S3,Polygonum convolvulus L.,WHOLE,0.03
1999,Harvest,1999-09-14,T3,R3,S3,Elymus repens (L.) Gould,WHOLE,1.38
1999,Harvest,1999-09-14,T3,R3,S3,Daucus carota L.,WHOLE,0.01
1999,Harvest,1999-09-14,T3,R3,S3,Chenopodium album L.,WHOLE,0.05
1999,Harvest,1999-09-14,T3,R3,S3,Arabidopsis thaliana (L.) Heynh.,WHOLE,0
1999,Harvest,1999-09-14,T3,R2,S4,Unknown dicot (*),WHOLE,0
1999,Harvest,1999-09-14,T3,R2,S4,Stellaria media (L.) Vill.,WHOLE,0
1999,Harvest,1999-09-14,T3,R2,S4,Elymus repens (L.) Gould,WHOLE,0.01
1999,Harvest,1999-09-14,T3,R2,S4,Chenopodium album L.,WHOLE,0.11
1999,Harvest,1999-09-14,T3,R2,S4,Ambrosia artemisiifolia L.,WHOLE,0.02
1999,Harvest,1999-09-14,T3,R2,S2,Elymus repens (L.) Gould,WHOLE,0.03
1999,Harvest,1999-09-14,T3,R2,S2,Chenopodium album L.,WHOLE,0.26
1999,Harvest,1999-09-14,T3,R2,S2,Amaranthus retroflexus L.,WHOLE,0.05
